reference,degraded,fvnsim0,fvnsim1,fvnsim2,fvnsim3,fvnsim4,fvnsim5,fvnsim6,fvnsim7,fvnsim8,fvnsim9,fvnsim10,fvnsim11,fvnsim12,fvnsim13,fvnsim14,fvnsim15,fvnsim16,fvnsim17,fvnsim18,fvnsim19,fvnsim20,fvnsim21,fvnsim22,fvnsim23,fvnsim24,fvnsim25,fvnsim26,fvnsim27,fvnsim28,fvnsim29,fvnsim30,fvnsim31,moslqs
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_07_CLIP_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_07_CLIP_ML.wav,0.980890318,0.987471453,0.98262391,0.982629687,0.987096829,0.992209481,0.995570656,0.993302126,0.987172434,0.974117503,0.978762385,0.964902531,0.969221955,0.968030578,0.959689979,0.957458496,0.961616895,0.965789752,0.961603626,0.963255201,0.95307905,0.920905355,0.914278704,0.916719618,0.927318492,0.964233297,0.972263247,0.965055289,0.951584844,0.910230001,0.900026979,0.922372919,3.7
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_13_ECHO_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_13_ECHO_MK.wav,0.884550721,0.911278589,0.899182935,0.887681687,0.867723655,0.864682583,0.88587628,0.867537365,0.853077523,0.853493947,0.853064612,0.843332868,0.875468134,0.902161108,0.908640981,0.929415618,0.913811925,0.912635526,0.932065653,0.919877115,0.934330965,0.926089971,0.907435811,0.888715648,0.8860717,0.892123556,0.901703532,0.933671545,0.93642502,0.900244283,0.90613027,0.894562245,2.3
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_11_ECHO_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_11_ECHO_MK.wav,0.956417597,0.93979509,0.914317748,0.908036071,0.905377894,0.903120093,0.909483003,0.912641133,0.908309959,0.918552499,0.935330187,0.953154784,0.939299448,0.927989009,0.938326852,0.953401146,0.955495453,0.954625125,0.961543273,0.95867956,0.967807731,0.973483976,0.974646597,0.975347662,0.974851815,0.970879264,0.975017328,0.980865821,0.983626444,0.977156394,0.978431641,0.970594798,3.5
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_18_ECHO_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_18_ECHO_MK.wav,0.783870606,0.77587229,0.716378242,0.696954347,0.69070437,0.652443777,0.671278934,0.716876882,0.720063636,0.727842516,0.70607573,0.673282784,0.71401079,0.729944689,0.710877541,0.715590992,0.754232564,0.731813808,0.749333594,0.727282343,0.771059166,0.795527559,0.750036909,0.754896365,0.764779685,0.738924987,0.79622348,0.854793247,0.835355094,0.804123726,0.828977547,0.822239583,1.3
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_06_NOISE_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_06_NOISE_MK.wav,0.237682772,0.346227963,0.446973338,0.451496062,0.481761758,0.516206627,0.538986603,0.54246346,0.544342766,0.54743169,0.550101512,0.546711415,0.549466659,0.5539996,0.616781394,0.780971036,0.875179971,0.933522293,0.956725815,0.979310892,0.986834618,0.990646644,0.99610834,0.995720222,0.995944441,0.998607391,0.994750464,0.997119362,0.99578486,0.993318563,0.990765294,0.990711362,4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_05_ECHO_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_05_ECHO_MK.wav,0.96105645,0.976431241,0.966778444,0.972267843,0.977633793,0.967516638,0.975385299,0.975017588,0.978571201,0.978295618,0.973439125,0.978441257,0.981041,0.983142585,0.988075513,0.99010554,0.985649389,0.985585234,0.982552148,0.98239446,0.989523259,0.985460328,0.976756996,0.981596715,0.983752519,0.989474847,0.983109184,0.976317478,0.964399101,0.939542516,0.948234638,0.941844898,3.6
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_10_COMPSPKR_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_10_COMPSPKR_FA.wav,0.773278997,0.771017201,0.752063309,0.735250508,0.701667586,0.690945218,0.653668203,0.648632257,0.654032192,0.663933778,0.687604369,0.643641432,0.619327187,0.658432553,0.653303641,0.685271273,0.757968977,0.755762813,0.783906689,0.800083745,0.800474884,0.813537247,0.81003391,0.82276423,0.809934272,0.824783086,0.821435067,0.844850125,0.856138096,0.861728583,0.852935204,0.85517457,1.9
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_22_CHOP_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_22_CHOP_ML.wav,0.988173063,0.995694982,0.997132468,0.998304936,0.999584134,0.999898835,0.99996138,0.999950252,0.999890981,0.999530242,0.99915115,0.999053147,0.998894597,0.995542151,0.997096942,0.995735531,0.994809959,0.997038352,0.997616259,0.990234868,0.97597551,0.970398914,0.964304898,0.716143179,0.618626409,0.572070544,0.561415982,0.563984602,0.616727626,0.667350838,0.666542945,0.721399764,3.4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_20_NOISE_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_20_NOISE_FG.wav,-0.085912269,0.091806665,0.345967287,0.295441591,0.305352517,0.435983639,0.337712312,0.308033103,0.439956389,0.438505387,0.333637861,0.29002825,0.319271646,0.319471658,0.346937712,0.418243469,0.491242604,0.522484514,0.525904113,0.546423672,0.59924505,0.55277386,0.392993332,0.371644188,0.377616047,0.369209878,0.414547213,0.544479981,0.519530961,0.310788691,0.133889319,0.168205359,1.7
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_08_CLIP_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_08_CLIP_ML.wav,0.973173203,0.97456073,0.968716018,0.976673473,0.973763472,0.978828591,0.990018384,0.991962819,0.988623223,0.972609988,0.942043518,0.962283591,0.960543383,0.949105584,0.901596212,0.889672389,0.915526196,0.929116131,0.899234868,0.915912182,0.872922955,0.781043242,0.813185098,0.814624757,0.824304041,0.919154368,0.930400436,0.93375223,0.917985906,0.888155785,0.883983261,0.919121036,3.6
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_20_NOISE_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_20_NOISE_ML.wav,0.151610608,0.223270174,0.407911946,0.390281916,0.270070806,0.364561432,0.498634438,0.426781592,0.379426461,0.379570615,0.329222763,0.344051344,0.417299801,0.459479587,0.405979572,0.362872689,0.404839987,0.508830213,0.48435228,0.513869129,0.586424759,0.505924465,0.432237793,0.389428259,0.396936744,0.364233073,0.362872857,0.461246753,0.414842733,0.210453225,0.121575896,0.243863074,1.8
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_02_COMPSPKR_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_02_COMPSPKR_MK.wav,0.998409656,0.996517832,0.824904853,0.787795743,0.787111433,0.779991601,0.764620371,0.776261673,0.81112233,0.83273519,0.869736257,0.877927772,0.872810097,0.881620549,0.902467567,0.9222174,0.936125358,0.932259509,0.916678995,0.917008215,0.915810815,0.946268624,0.979832361,0.980452596,0.980268565,0.982441439,0.989052234,0.999958334,0.999949775,0.999670501,0.999104591,0.998315928,4.1
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_11_COMPSPKR_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_11_COMPSPKR_MK.wav,0.957740294,0.985567928,0.997818332,0.999462836,0.999738709,0.999831243,0.999752099,0.99975333,0.999507896,0.999464256,0.998053994,0.998500289,0.997539437,0.999337298,0.999488252,0.998733286,0.999454636,0.999518696,0.999183125,0.998847186,0.99857705,0.997884607,0.992354361,0.662290964,0.570981146,0.551855988,0.546293026,0.531881582,0.56575614,0.587454043,0.587357769,0.619079201,3.8
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_03_COMPSPKR_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_03_COMPSPKR_FA.wav,0.925362199,0.875282278,0.846356776,0.86356953,0.864519921,0.863655926,0.846013871,0.832810617,0.835250382,0.87296105,0.889259017,0.873805541,0.861716227,0.885369166,0.909602355,0.914691209,0.915813404,0.919980772,0.920916885,0.919426654,0.961072957,0.960075762,0.957367732,0.968637492,0.967489058,0.981296256,0.996922237,0.999950771,0.99990856,0.999806171,0.999775361,0.999781915,4.3
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_05_COMPSPKR_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_05_COMPSPKR_ML.wav,0.930113429,0.851417055,0.839088578,0.823358518,0.843095873,0.851732423,0.847365483,0.844764707,0.840911981,0.838666828,0.853357141,0.86107281,0.876780483,0.867383253,0.87544568,0.897445153,0.913770121,0.908010419,0.900513473,0.909925952,0.9110281,0.926934068,0.919421877,0.932674372,0.957664695,0.966665057,0.965875542,0.968887684,0.979704907,0.997850637,0.998673435,0.998022026,3.3
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_16_ECHO_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_16_ECHO_MK.wav,0.852694572,0.838438342,0.799375133,0.821142276,0.813887223,0.790720284,0.786228568,0.796501382,0.805992809,0.776209736,0.768397572,0.75861236,0.768204708,0.77804432,0.812281533,0.779596802,0.791304773,0.817762581,0.830666477,0.839633657,0.846181184,0.833145338,0.817122597,0.848501535,0.870108591,0.857981693,0.866927002,0.921007562,0.911467578,0.876004278,0.879350959,0.869897888,1.3
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_02_CHOP_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_02_CHOP_FA.wav,0.985169916,0.994727028,0.993929967,0.995673772,0.99352356,0.993856475,0.993675474,0.990855563,0.988994501,0.993808841,0.993571544,0.991031019,0.996254777,0.996036068,0.992190823,0.98951124,0.987668264,0.98958445,0.983121487,0.988530244,0.994244422,0.992149874,0.988910445,0.988351838,0.992224754,0.99232507,0.993987214,0.995334799,0.989588298,0.982512092,0.982886365,0.980996851,4.5
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_12_COMPSPKR_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_12_COMPSPKR_FG.wav,0.961843835,0.989016916,0.997890876,0.999331901,0.999583253,0.999593571,0.999378189,0.999401952,0.998299247,0.999079432,0.998476102,0.99764013,0.997597739,0.998357824,0.998733023,0.998861504,0.997751081,0.999003523,0.998338344,0.995956718,0.998240218,0.989628624,0.965912694,0.703149305,0.625303631,0.616084456,0.616859944,0.640979317,0.696467726,0.720881808,0.727215155,0.773663782,3.6
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_08_COMPSPKR_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_08_COMPSPKR_ML.wav,0.796216038,0.756628751,0.728241956,0.718741326,0.711862875,0.722094613,0.722377901,0.725153732,0.716268364,0.69768903,0.70013712,0.700086475,0.709104716,0.723287645,0.708478403,0.716743725,0.721055676,0.720721347,0.708433677,0.703566089,0.696841701,0.706639203,0.726989962,0.777960008,0.777363582,0.805780995,0.842797958,0.888128539,0.902029876,0.936592671,0.919477648,0.912346364,2.9
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_18_CHOP_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_18_CHOP_MK.wav,0.968539709,0.976907273,0.975406393,0.981415524,0.980887208,0.979750516,0.977334923,0.978981005,0.980671684,0.980060602,0.981444869,0.982363532,0.985696041,0.98633329,0.979956435,0.968857419,0.97365523,0.982616428,0.982507043,0.984496605,0.985292587,0.975496123,0.957574228,0.962682107,0.96479766,0.958376848,0.95441267,0.946566948,0.927145325,0.897222765,0.894145949,0.899014013,2.1
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_20_ECHO_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_20_ECHO_FG.wav,0.584338489,0.657100099,0.775594333,0.743047754,0.556408188,0.586696121,0.504157914,0.550622201,0.563252438,0.66034502,0.673929489,0.597913501,0.568274236,0.545753954,0.593598303,0.696846904,0.690137329,0.550088303,0.533993873,0.607207757,0.722298962,0.710562584,0.649127565,0.50917899,0.513231548,0.539713537,0.686608858,0.726877901,0.675447137,0.600394753,0.567279923,0.564885057,1.3
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_18_CHOP_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_18_CHOP_FA.wav,0.940752212,0.971239082,0.974479926,0.968703332,0.967157749,0.975219851,0.983432198,0.982727208,0.976419627,0.971272142,0.967115573,0.969510743,0.965284014,0.955832624,0.966225729,0.958576704,0.955891735,0.966536856,0.960485072,0.939089076,0.934552552,0.929716696,0.941438313,0.954791008,0.958415012,0.958164927,0.95864015,0.965669618,0.950656231,0.907371576,0.905252899,0.90312153,1.9
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_09_CHOP_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_09_CHOP_FG.wav,0.969386329,0.970482105,0.978158879,0.978388406,0.971933754,0.968923353,0.97235668,0.971162749,0.967487391,0.969715054,0.968362733,0.965998113,0.970702952,0.970601424,0.966708763,0.965249426,0.976167021,0.976079771,0.973137662,0.973352618,0.986567033,0.989996785,0.989065197,0.991156032,0.993613213,0.996694333,0.996548444,0.994535327,0.984722951,0.966387759,0.956329259,0.957830125,3.9
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_12_CLIP_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_12_CLIP_FA.wav,0.950200011,0.976684291,0.985502786,0.988051991,0.99400003,0.996379451,0.99844375,0.997507614,0.998584026,0.996238664,0.996673932,0.996463887,0.996108392,0.995024457,0.9961011,0.994377692,0.99257383,0.994701093,0.992932329,0.986972953,0.983741748,0.971767113,0.973849803,0.571514851,0.513634403,0.53333939,0.516921988,0.510243149,0.586644863,0.634447902,0.619378599,0.66664988,3.5
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_02_COMPSPKR_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_02_COMPSPKR_ML.wav,0.999866916,0.999714489,0.947089058,0.856043021,0.849190107,0.86851824,0.862756122,0.864198272,0.867529756,0.883884163,0.895228638,0.906871618,0.909841423,0.922020295,0.929249372,0.933560672,0.927335391,0.939352864,0.94217172,0.957464796,0.965033261,0.981279408,0.978097353,0.967146167,0.961115067,0.959500943,0.963773462,0.979709729,0.996090721,0.999615921,0.999671583,0.999556771,4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_07_NOISE_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_07_NOISE_FG.wav,0.378604752,0.370792874,0.450736093,0.510432063,0.541918263,0.542882862,0.54363895,0.586455063,0.629181167,0.639244643,0.567039294,0.538273447,0.537243076,0.534203698,0.539003566,0.636949526,0.632762779,0.634623279,0.663438975,0.69760093,0.743854582,0.75769614,0.778471527,0.816293074,0.901963181,0.988239991,0.989940214,0.989900751,0.993089344,0.999011504,0.998871077,0.998375776,4.3
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_11_NOISE_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_11_NOISE_FG.wav,0.205144195,0.324166397,0.440102867,0.478294171,0.488547498,0.486476721,0.48895345,0.491984445,0.490766442,0.488921601,0.476133032,0.477374981,0.483247676,0.485657531,0.492863802,0.496560378,0.49417136,0.483933174,0.477788153,0.49118679,0.49706436,0.490496044,0.476826913,0.46779043,0.566475476,0.673980497,0.717574139,0.83416626,0.863015152,0.997818144,0.998314295,0.998332076,3.5
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_17_CHOP_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_17_CHOP_ML.wav,0.951293413,0.961105336,0.964547304,0.96544115,0.957071122,0.96560993,0.968847769,0.970366659,0.967184899,0.948240446,0.958550726,0.966815082,0.974660745,0.976826472,0.973380879,0.972919092,0.982843564,0.96865583,0.972048194,0.968609488,0.953077843,0.923720637,0.914552318,0.926531197,0.947312261,0.956009913,0.95128278,0.949322132,0.935816383,0.925503578,0.929704794,0.923828033,1.9
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_10_CHOP_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_10_CHOP_FA.wav,0.980105572,0.991094,0.991579692,0.99331919,0.994465316,0.993503916,0.991532822,0.995145293,0.991797712,0.993516311,0.98885633,0.978343535,0.972529857,0.974830648,0.985614053,0.991044244,0.993660616,0.992712966,0.992253269,0.993364018,0.995339928,0.996065643,0.99456755,0.996049247,0.997259766,0.996611497,0.995674688,0.995088189,0.98883967,0.974800173,0.969648395,0.962992365,3.4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_15_ECHO_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_15_ECHO_FA.wav,0.837498816,0.863489217,0.879455406,0.858146729,0.871952696,0.871788028,0.877424807,0.883446305,0.88768481,0.891481647,0.897027163,0.9016296,0.91720518,0.928961085,0.93304856,0.930898334,0.930670104,0.909075601,0.907811234,0.897375569,0.887297328,0.913702724,0.91024751,0.890146172,0.896866751,0.918891189,0.938763849,0.939218919,0.931782051,0.907401444,0.889130912,0.890178004,1.9
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_04_CLIP_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_04_CLIP_FA.wav,0.913066359,0.957479487,0.985038387,0.985016635,0.986146324,0.982165706,0.97395783,0.982272605,0.975744956,0.96645879,0.953701738,0.906417321,0.898927176,0.932367454,0.918374482,0.898090979,0.879134972,0.890683493,0.921791273,0.913920618,0.921740166,0.930469142,0.900848498,0.903920017,0.947263673,0.950954802,0.958340131,0.957945016,0.936558566,0.891972482,0.884569249,0.908526654,3.8
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_10_CLIP_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_10_CLIP_MK.wav,0.844438904,0.930260178,0.936728467,0.92112031,0.93358064,0.929278329,0.927041335,0.927283602,0.879404221,0.772464538,0.744129691,0.779131792,0.789451514,0.811585799,0.816120767,0.789813133,0.783330573,0.802982933,0.772464723,0.7704731,0.883093564,0.853954604,0.755234685,0.695677311,0.705127855,0.750392363,0.798212254,0.82568605,0.748172156,0.63334451,0.615479755,0.679822595,1.8
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_10_COMPSPKR_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_10_COMPSPKR_MK.wav,0.730932779,0.769977767,0.729515396,0.664643687,0.649248445,0.680643977,0.67837282,0.64963283,0.631783798,0.677476238,0.697347597,0.735692424,0.714395449,0.712420226,0.665010552,0.675230423,0.64059246,0.622799562,0.647715646,0.693006048,0.720416386,0.673129352,0.654348051,0.641533472,0.655731964,0.685923215,0.732015479,0.752414065,0.771357527,0.784687644,0.802357191,0.802171319,1.6
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_14_COMPSPKR_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_14_COMPSPKR_FA.wav,0.818298347,0.918297593,0.9440065,0.951131258,0.957287584,0.962648966,0.971683862,0.960380117,0.940312747,0.888546949,0.844226372,0.803457549,0.78796295,0.841671232,0.869482112,0.86461972,0.844089523,0.850114633,0.808241951,0.735081973,0.648814696,0.587032996,0.598923,0.379654281,0.486445902,0.628949175,0.567666383,0.495528764,0.54250423,0.578928504,0.556086305,0.589547097,1.6
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_01_CLIP_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_01_CLIP_ML.wav,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4.5
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_23_CHOP_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_23_CHOP_MK.wav,0.960439787,0.970972998,0.986700625,0.989887874,0.991856381,0.997018376,0.998210764,0.998308585,0.996092502,0.995601021,0.994600079,0.993831657,0.994761054,0.993745294,0.98915893,0.980344763,0.979327942,0.966515837,0.953993809,0.928228402,0.88225587,0.821496227,0.766703034,0.635590648,0.629986839,0.620069521,0.592671691,0.579067643,0.62978319,0.667111846,0.662258548,0.693325253,2.3
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_19_CHOP_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_19_CHOP_FA.wav,0.681566504,0.789188325,0.818675693,0.801934487,0.784937843,0.803066387,0.797549999,0.79251772,0.779653731,0.775015586,0.788379674,0.764646734,0.753101159,0.770596792,0.776749606,0.772555254,0.783450867,0.798832693,0.816438669,0.806803847,0.774896879,0.788100332,0.817006738,0.843055194,0.820381148,0.840804141,0.852500433,0.862033864,0.813720253,0.70422006,0.697181724,0.658938818,2.5
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_03_COMPSPKR_ML.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_03_COMPSPKR_ML.wav,0.992714906,0.863666187,0.836009805,0.826580532,0.824496691,0.818156717,0.81681474,0.847016432,0.87943998,0.890590308,0.895454434,0.887379871,0.88996282,0.898689084,0.933181201,0.981218147,0.971002807,0.954801191,0.942642772,0.938797883,0.946754187,0.952355823,0.958997391,0.97194789,0.976779797,0.979807931,0.999386321,0.999530074,0.999640635,0.999788033,0.999853879,0.999818386,4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_12_ECHO_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_12_ECHO_FA.wav,0.882611987,0.882622466,0.864274496,0.836265306,0.836206875,0.845059052,0.850306709,0.863590768,0.851953915,0.844174412,0.872975359,0.897897165,0.902611865,0.918727877,0.934382351,0.922368452,0.944780725,0.953000748,0.952389169,0.930476067,0.896904694,0.884267251,0.904107024,0.906129045,0.914675668,0.9425379,0.941459086,0.960540385,0.958812829,0.939486819,0.936276849,0.935794181,2.4
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_10_NOISE_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_10_NOISE_FA.wav,-0.091655271,0.202527047,0.452477571,0.467093992,0.455269157,0.507080213,0.548619077,0.560343969,0.560316017,0.558122261,0.557319261,0.551327348,0.557594366,0.563208771,0.578085112,0.585358968,0.581164747,0.581840616,0.629833359,0.652996956,0.673212526,0.688532544,0.701516468,0.717039275,0.74620928,0.767129956,0.773341665,0.771186533,0.759759396,0.734694065,0.724039807,0.687824856,3.8
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_06_ECHO_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_06_ECHO_MK.wav,0.984110834,0.983067937,0.982273603,0.979110905,0.984480957,0.97898211,0.9838509,0.986478286,0.98959157,0.995989891,0.99830849,0.997239798,0.999219925,0.999269823,0.999313346,0.999206842,0.99824074,0.996644525,0.997172423,0.998111462,0.997945916,0.99681676,0.989392452,0.994459249,0.996768898,0.997620517,0.998207506,0.999311236,0.998978606,0.99840138,0.998475255,0.998420882,3.8
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\C_10_ECHO_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\echo\ref\R_10_ECHO_FA.wav,0.970585523,0.966663711,0.963123432,0.956049674,0.950494428,0.961180105,0.964301562,0.960407812,0.969664082,0.97223534,0.968842173,0.973290565,0.979338789,0.982986648,0.976080069,0.978724668,0.979470622,0.980520146,0.9810491,0.977568419,0.97383885,0.966921891,0.962516611,0.961938781,0.963269179,0.973010997,0.976850365,0.9884084,0.991696948,0.989905391,0.990643669,0.991866759,3.8
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\C_08_CLIP_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\clip\ref\R_08_CLIP_FG.wav,0.696760689,0.793449418,0.935951345,0.965855433,0.974037763,0.963938217,0.957937571,0.955798657,0.961918909,0.945354681,0.917513445,0.89126728,0.894593421,0.901199894,0.922430515,0.926557874,0.885276576,0.869492492,0.876710182,0.869311551,0.885388499,0.851338181,0.776395742,0.693893855,0.736781403,0.770689858,0.769570232,0.775901266,0.731171187,0.669841315,0.642569733,0.690115679,2.3
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\C_08_CHOP_FG.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\chop\ref\R_08_CHOP_FG.wav,0.772095814,0.848727053,0.934141228,0.956373491,0.941036341,0.936594488,0.930866281,0.919229999,0.934280038,0.925191471,0.912835138,0.913104528,0.90187366,0.910851216,0.920892778,0.922438069,0.910464061,0.932252226,0.929291782,0.931406289,0.942227724,0.939884086,0.908964246,0.877070031,0.89949379,0.901956564,0.906101209,0.913829209,0.880601339,0.820624324,0.815333834,0.807092685,3.5
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\C_03_COMPSPKR_MK.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\compspkr\ref\R_03_COMPSPKR_MK.wav,0.911358816,0.871321882,0.866162426,0.865625659,0.865037803,0.856368488,0.858137001,0.860044771,0.857429729,0.884852902,0.907826256,0.906244205,0.886768523,0.899501552,0.889231026,0.907498077,0.911060226,0.889593773,0.888684807,0.88643756,0.897107843,0.948785382,0.950302809,0.955706341,0.957331424,0.977956226,0.982957977,0.995656691,0.99820258,0.999489416,0.999482449,0.999584459,4.2
C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\C_17_NOISE_FA.wav,C:\Users\Martzen\Desktop\TCD-VOIP\Test Set\noise\ref\R_17_NOISE_FA.wav,0.585386744,0.65592227,0.602309557,0.45454076,0.476674925,0.453510995,0.403909491,0.358861837,0.379718617,0.458725234,0.439090552,0.299544384,0.296580435,0.282275147,0.337675461,0.420006677,0.45057049,0.443512305,0.409760976,0.415052365,0.363122484,0.416001603,0.414376477,0.419187871,0.472807863,0.595811464,0.661789368,0.693250792,0.654024186,0.522900374,0.475573206,0.463957829,1.5
